'2015-09-25 12:24:38',Fan,
'2015-09-25 12:24:56',Fan,
'2015-09-25 12:25:08',Fan,
'2015-09-25 12:25:22',Fan,
'2015-09-25 12:26:23',SmallFridge,
'2015-09-25 12:26:39',SmallFridge,
'2015-09-25 12:26:53',Fan,
'2015-09-25 12:27:11',Fan,
'2015-09-25 12:27:22',Fan,
'2015-09-25 12:27:37',Fan,
'2015-09-25 12:28:03',Fan,
'2015-09-25 12:28:13',Fan,
'2015-09-25 12:28:29',Fan,
'2015-09-25 12:28:43',Fan,
'2015-09-25 12:29:03',Fan,
'2015-09-25 12:29:13',Fan,
'2015-09-25 12:29:28',SmallFridge,
'2015-09-25 12:29:44',Fan,
'2015-09-25 12:29:58',SmallFridge,
'2015-09-25 12:34:09',Fan,
'2015-09-25 12:37:12',SmallFridge,
'2015-09-25 12:37:26',SmallFridge,
'2015-09-25 12:37:51',SmallFridge,
'2015-09-25 12:38:27',SmallFridge,
'2015-09-25 12:38:49',Fan,
'2015-09-25 12:39:09',Fan,
'2015-09-25 12:40:16',Fan,
'2015-09-25 12:41:44',SmallFridge,
'2015-09-25 12:42:04',SmallFridge,
'2015-09-25 12:42:26',SmallFridge,
'2015-09-25 12:42:46',SmallFridge,
'2015-09-25 12:43:02',SmallFridge,
'2015-09-25 12:43:24',SmallFridge,
'2015-09-25 12:43:45',SmallFridge,
'2015-09-25 12:44:47',Fan,
'2015-09-25 12:47:10',SmallFridge,
'2015-09-25 12:48:03',SmallFridge,
'2015-09-25 12:48:53',SmallFridge,
'2015-09-25 12:50:23',SmallFridge,
'2015-09-25 12:50:51',Fan,
'2015-09-25 12:58:41',SmallFridge,
'2015-09-25 13:13:08',Fan,
'2015-09-25 13:13:21',Fan,
'2015-09-25 13:13:35',Fan,
'2015-09-25 13:13:53',Fan,
'2015-09-25 13:14:07',Fan,
'2015-09-25 13:14:27',Fan,
'2015-09-25 13:14:39',Fan,
'2015-09-25 13:14:53',SmallFridge,
'2015-09-25 13:15:11',SmallFridge,
'2015-09-25 13:15:21',SmallFridge,
'2015-09-25 13:15:37',SmallFridge,
'2015-09-25 13:15:51',Fan,
'2015-09-25 13:16:09',Fan,
'2015-09-25 13:16:21',Fan,
'2015-09-25 13:16:35',Fan,
'2015-09-25 13:16:53',Fan,
'2015-09-25 13:17:05',Fan,
'2015-09-25 13:17:25',SmallFridge,
'2015-09-25 13:17:35',Fan,
'2015-09-25 13:17:53',SmallFridge,
'2015-09-25 13:18:05',Fan,
'2015-09-25 13:18:21',SmallFridge,
'2015-09-25 13:18:38',SmallFridge,
'2015-09-25 13:18:50',SmallFridge,
'2015-09-25 13:19:04',SmallFridge,
'2015-09-25 13:24:10',Fan,
'2015-09-25 13:24:36',SmallFridge,
'2015-09-25 13:25:28',Fan,
'2015-09-25 13:28:42',SmallFridge,
'2015-09-25 13:29:04',SmallFridge,
'2015-09-25 13:29:14',SmallFridge,
'2015-09-25 13:29:34',SmallFridge,
'2015-09-25 13:29:46',SmallFridge,
'2015-09-25 13:30:14',SmallFridge,
'2015-09-25 13:31:21',Fan,
'2015-09-25 13:33:56',SmallFridge,
'2015-09-25 13:34:14',SmallFridge,
'2015-09-25 13:34:24',SmallFridge,
'2015-09-25 13:34:45',SmallFridge,
'2015-09-25 13:34:59',SmallFridge,
'2015-09-25 13:35:15',SmallFridge,
'2015-09-25 13:35:25',SmallFridge,
'2015-09-25 13:36:33',Fan,
'2015-09-25 13:39:24',Fan,
'2015-09-25 13:43:55',SmallFridge,
'2015-09-25 13:44:05',Fan,
'2015-09-25 13:44:15',Fan,
'2015-09-25 13:54:18',SmallFridge,
'2015-09-25 13:59:20',SmallFridge,
'2015-09-25 14:55:23',SmallFridge,
'2015-09-25 14:55:47',SmallFridge,
'2015-09-25 15:21:33',SmallFridge,
'2015-09-25 15:21:40',SmallFridge,
'2015-09-25 17:35:02',SmallFridge,
'2015-09-25 17:35:08',SmallFridge,
'2015-09-25 18:01:11',SmallFridge,
'2015-09-25 18:22:12',SmallFridge,
'2015-09-25 18:23:15',SmallFridge,
'2015-09-25 18:52:12',SmallFridge,
'2015-10-19 22:04:42',Fan,TURN_ON
'2015-10-19 21:46:45',Fan,TURN_ON
'2015-10-19 21:44:29',Shower,TURN_OFF
'2015-10-19 21:43:17',Shower,TURN_ON
'2015-10-19 21:42:13',Fan,TURN_ON
'2015-10-19 21:21:20',Fan,TURN_ON
'2015-10-19 21:19:12',Fan,TURN_OFF
'2015-10-19 20:37:22',Fan,TURN_ON
'2015-10-19 20:33:22',Fan,TURN_ON
'2015-10-19 20:29:37',Fan,TURN_OFF
'2015-10-19 20:20:18',Shower,TURN_OFF
'2015-10-19 20:20:03',Shower,TURN_ON
'2015-10-19 19:08:25',Fridge,TURN_OFF
'2015-10-19 18:11:19',Fridge,TURN_ON
'2015-09-26 11:19:51',Shower,TURN_ON
'2015-09-26 11:20:40',Fan,TURN_ON
'2015-09-26 11:24:12',Shower,TURN_OFF
'2015-10-19 18:11:12',Fridge,TURN_OFF
'2015-10-19 18:10:56',Fridge,TURN_ON
'2015-10-19 17:51:31',Fridge,TURN_OFF
'2015-10-19 17:51:25',Fridge,TURN_ON
'2015-09-26 11:49:00',Shower,TURN_OFF
'2015-09-26 11:51:35',Shower,TURN_ON
'2015-09-26 11:53:03',Shower,TURN_OFF
'2015-10-19 17:49:56',Fridge,TURN_OFF
'2015-10-19 17:49:49',Fridge,TURN_ON
'2015-10-19 17:47:11',Fan,TURN_ON
'2015-10-19 17:45:23',Fan,TURN_OFF
'2015-10-19 17:45:12',Fridge,TURN_ON
'2015-10-19 17:40:10',Fan,TURN_OFF
'2015-10-19 17:38:22',Fan,TURN_ON
'2015-10-19 17:36:44',Fan,TURN_OFF
'2015-10-19 17:36:33',Fan,TURN_ON
'2015-10-19 17:14:07',Fan,TURN_OFF
'2015-10-19 17:08:08',Fan,TURN_ON
'2015-10-19 16:46:57',Fan,TURN_ON
'2015-10-19 16:46:49',Fan,TURN_ON
'2015-10-19 16:46:38',Fan,TURN_ON
'2015-10-19 16:24:00',Fan,TURN_OFF
'2015-10-19 16:23:39',Fan,TURN_ON
'2015-10-19 16:22:50',Grill,TURN_ON
'2015-10-19 16:16:10',Fan,TURN_ON
'2015-10-19 16:15:15',Fan,TURN_OFF
'2015-10-19 15:46:28',Fan,TURN_OFF
'2015-10-19 15:45:51',Fridge,TURN_ON
'2015-10-19 15:25:37',Fridge,TURN_OFF
'2015-10-19 15:08:41',Fan,TURN_ON
'2015-10-19 15:05:28',Fan,TURN_ON
'2015-10-19 15:05:23',Fan,TURN_OFF
'2015-10-19 14:59:34',Fan,TURN_ON
'2015-10-19 14:59:21',Fan,TURN_ON
'2015-10-19 14:56:30',Shower,TURN_OFF
'2015-10-19 14:56:16',Fan,TURN_OFF
'2015-10-19 14:56:01',Shower,TURN_ON
'2015-10-19 14:52:21',Fridge,TURN_OFF
'2015-10-19 14:52:13',Fridge,TURN_ON
'2015-10-19 14:52:05',Fridge,TURN_OFF
'2015-10-19 14:51:48',Fridge,TURN_ON
'2015-10-19 12:55:51',Fridge,TURN_OFF
'2015-10-19 12:55:45',Fridge,TURN_ON
'2015-10-19 12:55:39',Fridge,TURN_OFF
'2015-10-19 12:55:18',Fridge,TURN_ON
'2015-10-19 12:51:19',Fan,TURN_OFF
'2015-10-19 12:37:38',Shower,TURN_OFF
'2015-10-19 12:36:51',Fan,TURN_ON
'2015-10-19 12:36:20',Fan,TURN_OFF
'2015-10-19 12:35:29',Fan,TURN_OFF
'2015-10-19 12:34:04',Fan,TURN_ON
'2015-10-19 12:33:56',Fridge,TURN_OFF
'2015-10-19 12:33:05',Shower,TURN_ON
'2015-10-19 12:08:51',Fan,TURN_OFF
'2015-10-19 12:08:40',Fridge,TURN_ON
'2015-10-19 11:50:38',Shower,TURN_OFF
'2015-10-19 11:50:16',Shower,TURN_ON
'2015-10-19 11:39:19',Fan,TURN_ON
'2015-10-19 11:10:16',Fan,TURN_ON
'2015-10-19 11:07:59',Fridge,TURN_OFF
'2015-10-19 11:07:53',Fridge,TURN_ON
'2015-10-19 10:35:49',Shower,TURN_OFF
'2015-10-19 10:35:31',Fan,TURN_ON
'2015-10-19 10:35:04',Fridge,TURN_OFF
'2015-10-19 10:33:50',Fridge,TURN_ON
'2015-10-19 10:30:58',Shower,TURN_ON
'2015-10-19 10:28:54',Shower,TURN_ON
'2015-10-19 10:23:51',Shower,TURN_OFF
'2015-10-19 10:21:18',Shower,TURN_ON
'2015-10-19 10:20:32',Grill,TURN_ON
'2015-10-19 10:15:22',Fridge,TURN_OFF
'2015-10-19 10:13:55',Shower,TURN_OFF
'2015-10-19 10:13:40',Fan,TURN_ON
'2015-10-19 10:13:15',Fridge,TURN_OFF
'2015-10-19 10:12:48',Fan,TURN_ON
'2015-10-19 10:09:45',Fan,TURN_OFF
'2015-10-19 10:09:33',Shower,TURN_ON
'2015-10-19 10:04:38',Fan,TURN_OFF
'2015-10-19 09:50:51',Fridge,TURN_ON
'2015-10-19 09:43:29',Fan,TURN_OFF
'2015-10-19 09:31:40',Fridge,TURN_OFF
'2015-10-19 09:26:48',Fan,TURN_OFF
'2015-10-19 09:26:42',Shower,TURN_OFF
'2015-10-19 09:26:13',Shower,TURN_ON
'2015-10-19 09:11:28',Fan,TURN_ON
'2015-10-19 08:52:16',Fridge,TURN_OFF
'2015-10-19 06:42:49',Fan,TURN_OFF
'2015-10-19 06:42:37',Fridge,TURN_ON
'2015-10-19 06:04:28',Fan,TURN_ON
'2015-10-19 06:01:33',Fridge,TURN_ON
'2015-10-19 05:40:32',Fridge,TURN_OFF
'2015-10-19 05:20:31',Fridge,TURN_ON
'2015-10-19 04:59:43',Fridge,TURN_OFF
'2015-10-19 04:39:10',Fridge,TURN_ON
'2015-10-19 04:18:54',Fridge,TURN_OFF
'2015-10-19 03:57:25',Fridge,TURN_ON
'2015-10-19 03:37:20',Fridge,TURN_OFF
'2015-10-19 03:14:37',Fridge,TURN_ON
'2015-10-19 02:55:17',Fridge,TURN_OFF
'2015-10-19 02:31:23',Fridge,TURN_ON
'2015-10-19 02:12:01',Fridge,TURN_OFF
'2015-10-19 02:09:11',Fan,TURN_OFF
'2015-10-19 02:02:24',Fan,TURN_ON
'2015-10-19 01:23:36',Fan,TURN_OFF
'2015-10-19 00:16:09',Fan,TURN_OFF
'2015-10-19 00:15:43',Fan,TURN_ON
'2015-10-19 00:15:19',Fan,TURN_ON
'2015-10-19 00:14:15',Fan,TURN_OFF
'2015-10-19 00:13:12',Fan,TURN_ON
'2015-10-19 00:02:16',Fan,TURN_OFF
'2015-10-19 00:01:53',Fan,TURN_OFF
'2015-10-19 00:01:40',Fridge,TURN_ON
'2015-10-18 23:56:52',Fan,TURN_OFF
'2015-10-18 23:54:31',Fan,TURN_OFF
'2015-10-18 23:52:47',Fan,TURN_ON
'2015-10-18 23:39:48',Fan,TURN_ON
'2015-10-18 23:29:29',Fan,TURN_ON
'2015-10-18 23:27:40',Fan,TURN_OFF
'2015-10-18 23:25:43',Fan,TURN_OFF
'2015-10-18 23:24:22',Fridge,TURN_OFF
'2015-10-18 23:02:37',Fan,TURN_OFF
'2015-10-18 23:01:50',Fan,TURN_ON
'2015-10-18 23:00:59',Fan,TURN_OFF
'2015-10-18 23:00:17',Fridge,TURN_ON
'2015-10-18 22:58:39',Fan,TURN_ON
'2015-10-18 22:58:16',Shower,TURN_OFF
'2015-10-18 22:58:06',Shower,TURN_ON
'2015-10-18 22:57:39',Fan,TURN_ON
'2015-10-18 22:52:18',Fan,TURN_ON
'2015-10-18 22:50:45',Fan,TURN_ON
'2015-10-18 22:49:47',Fan,TURN_ON
'2015-10-18 22:49:33',Fan,TURN_OFF
'2015-10-18 22:49:26',Fan,TURN_ON
'2015-10-18 22:45:25',Fridge,TURN_OFF
'2015-10-18 22:14:02',Fridge,TURN_ON
'2015-10-18 21:55:24',Fridge,TURN_OFF
'2015-10-18 21:19:32',Fridge,TURN_ON
'2015-10-18 21:01:15',Fridge,TURN_OFF
'2015-10-18 19:51:39',Fridge,TURN_OFF
'2015-10-18 19:51:32',Fan,TURN_OFF
'2015-10-18 19:51:16',Fridge,TURN_ON
'2015-10-18 19:30:47',Shower,TURN_OFF
'2015-10-18 19:17:08',Fan,TURN_OFF
'2015-10-18 19:13:05',Fan,TURN_ON
'2015-10-18 19:00:59',Fan,TURN_ON
'2015-10-18 18:59:42',Fridge,TURN_ON
'2015-10-18 18:57:34',Fridge,TURN_OFF
'2015-10-18 18:55:53',Fridge,TURN_OFF
'2015-10-18 18:54:45',Fan,TURN_ON
'2015-10-18 18:54:06',Fan,TURN_ON
'2015-10-18 18:53:13',Shower,TURN_OFF
'2015-10-18 18:52:07',Shower,TURN_ON
'2015-10-18 17:20:32',Shower,TURN_OFF
'2015-10-18 17:19:55',Fridge,TURN_ON
'2015-10-18 17:19:22',Shower,TURN_OFF
'2015-10-18 17:16:19',Fan,TURN_OFF
'2015-10-18 16:50:51',Shower,TURN_OFF
'2015-10-18 16:50:40',Shower,TURN_ON
'2015-10-18 16:29:44',Fan,TURN_OFF
'2015-10-18 16:29:29',Fridge,TURN_ON
'2015-10-18 16:00:27',Fan,TURN_ON
'2015-10-18 15:42:37',Fan,TURN_OFF
'2015-10-18 15:39:03',Fridge,TURN_ON
'2015-10-18 15:33:32',Fan,TURN_ON
'2015-10-18 15:33:21',Fan,TURN_OFF
'2015-10-18 15:28:26',Fridge,TURN_OFF
'2015-10-18 15:22:51',Fan,TURN_ON
'2015-10-18 15:22:06',Fan,TURN_ON
'2015-10-18 15:14:09',Fridge,TURN_OFF
'2015-10-18 15:14:03',Fridge,TURN_ON
'2015-10-18 15:12:55',Fridge,TURN_OFF
'2015-10-18 15:12:49',Fridge,TURN_ON
'2015-10-18 14:58:07',Fridge,TURN_ON
'2015-10-18 14:39:28',Fridge,TURN_OFF
'2015-10-18 13:47:44',Fridge,TURN_OFF
'2015-10-18 13:47:38',Fridge,TURN_ON
'2015-10-18 13:46:10',Fridge,TURN_OFF
'2015-10-18 13:45:33',Fridge,TURN_ON
'2015-10-18 13:43:07',Fridge,TURN_OFF
'2015-10-18 13:43:00',Fridge,TURN_ON
'2015-10-18 13:25:42',Shower,TURN_OFF
'2015-10-18 13:25:11',Fan,TURN_ON
'2015-10-18 13:23:50',Shower,TURN_ON
'2015-10-18 13:20:34',Shower,TURN_OFF
'2015-10-18 13:19:11',Shower,TURN_ON
'2015-10-18 13:18:14',Shower,TURN_OFF
'2015-10-18 13:16:43',Shower,TURN_ON
'2015-10-18 13:10:18',Shower,TURN_OFF
'2015-10-18 13:07:52',Shower,TURN_OFF
'2015-10-18 13:07:08',Fan,TURN_OFF
'2015-10-18 13:06:39',Fan,TURN_ON
'2015-10-18 13:06:10',Shower,TURN_ON
'2015-10-18 13:05:32',Shower,TURN_OFF
'2015-10-18 13:04:48',Shower,TURN_ON
'2015-10-18 12:54:07',Shower,TURN_OFF
'2015-10-18 12:52:14',Shower,TURN_OFF
'2015-10-18 12:51:59',Shower,TURN_OFF
'2015-10-18 12:50:28',Shower,TURN_ON
'2015-10-18 12:47:40',Fan,TURN_ON
'2015-10-18 12:44:32',Fan,TURN_OFF
'2015-10-18 12:36:54',Fan,TURN_OFF
'2015-10-18 12:25:50',Fridge,TURN_OFF
'2015-10-18 12:25:21',Shower,TURN_OFF
'2015-10-18 12:25:15',Shower,TURN_ON
'2015-10-18 12:24:29',Fan,TURN_OFF
'2015-10-18 12:23:33',Fan,TURN_ON
'2015-10-18 12:05:00',Fridge,TURN_OFF
'2015-10-18 12:04:23',Shower,TURN_OFF
'2015-10-18 12:04:14',Shower,TURN_ON
'2015-10-18 12:02:01',Shower,TURN_OFF
'2015-10-18 12:00:58',Fan,TURN_ON
'2015-10-18 11:49:57',Shower,TURN_OFF
'2015-09-26 21:21:03',Shower,TURN_ON
'2015-09-26 21:21:17',Fan,TURN_ON
'2015-10-18 11:48:59',Fan,TURN_OFF
'2015-10-18 11:30:29',Fan,TURN_OFF
'2015-09-26 21:23:51',Fan,TURN_OFF
'2015-09-26 21:24:14',Fan,TURN_ON
'2015-09-26 21:26:26',Fan,TURN_ON
'2015-09-26 21:26:34',Shower,TURN_OFF
'2015-10-18 11:30:19',Fridge,TURN_ON
'2015-10-18 11:20:54',Fan,TURN_OFF
'2015-09-26 21:46:14',Shower,TURN_ON
'2015-10-18 10:53:42',Fan,TURN_ON
'2015-09-26 21:47:31',Fan,TURN_OFF
'2015-09-26 21:47:49',Fan,TURN_ON
'2015-09-26 21:48:12',Fan,TURN_ON
'2015-09-26 21:48:31',Fan,TURN_OFF
'2015-09-26 21:48:46',Fan,TURN_ON
'2015-09-26 21:50:42',Fan,TURN_ON
'2015-10-18 10:49:06',Fridge,TURN_ON
'2015-10-18 10:29:31',Fridge,TURN_OFF
'2015-10-18 10:11:28',Fridge,TURN_ON
'2015-10-18 09:52:03',Fridge,TURN_OFF
'2015-10-18 09:33:50',Fridge,TURN_ON
'2015-09-26 22:00:04',Fan,TURN_OFF
'2015-09-26 22:00:46',Fan,TURN_ON
'2015-09-26 22:01:10',Shower,TURN_OFF
'2015-09-26 22:01:53',Shower,TURN_ON
'2015-09-26 22:02:36',Shower,TURN_OFF
'2015-10-18 09:14:26',Fridge,TURN_OFF
'2015-10-18 08:55:34',Fridge,TURN_ON
'2015-10-18 08:49:25',Fan,TURN_OFF
'2015-09-26 22:28:14',Fan,TURN_OFF
'2015-10-18 08:36:09',Fridge,TURN_OFF
'2015-10-18 08:17:15',Fan,TURN_OFF
'2015-10-18 08:16:35',Fridge,TURN_ON
'2015-10-18 07:57:45',Fridge,TURN_OFF
'2015-10-18 07:48:12',Fan,TURN_OFF
'2015-10-18 07:44:57',Shower,TURN_OFF
'2015-10-18 07:44:38',Shower,TURN_ON
'2015-10-18 07:43:59',Fan,TURN_ON
'2015-10-18 07:36:28',Fridge,TURN_ON
'2015-10-18 07:17:57',Fridge,TURN_OFF
'2015-10-18 06:56:46',Fridge,TURN_ON
'2015-10-18 06:39:11',Fridge,TURN_OFF
'2015-10-18 04:41:17',Fan,TURN_OFF
'2015-10-18 04:41:01',Fridge,TURN_ON
'2015-10-18 04:08:42',Fan,TURN_ON
'2015-10-18 04:08:27',Fridge,TURN_ON
'2015-10-18 03:47:14',Fridge,TURN_OFF
'2015-10-18 03:19:53',Fan,TURN_ON
'2015-10-18 02:59:27',Fridge,TURN_OFF
'2015-10-18 02:29:46',Fan,TURN_ON
'2015-10-18 02:10:28',Fridge,TURN_OFF
'2015-10-18 01:54:37',Fan,TURN_OFF
'2015-10-18 01:17:48',Fan,TURN_OFF
'2015-10-18 01:17:29',Fan,TURN_ON
'2015-10-18 01:13:12',Fan,TURN_ON
'2015-10-18 01:10:04',Fan,TURN_OFF
'2015-10-18 01:09:58',Fan,TURN_ON
'2015-10-18 01:08:06',Fan,TURN_OFF
'2015-10-18 01:07:06',Fan,TURN_OFF
'2015-10-18 01:06:48',Fan,TURN_OFF
'2015-10-18 01:06:25',Fan,TURN_ON
'2015-10-18 00:37:54',Fan,TURN_OFF
'2015-10-18 00:31:35',Fan,TURN_ON
'2015-09-27 11:13:27',Shower,TURN_ON
'2015-10-17 23:42:09',Fan,TURN_OFF
'2015-09-27 11:16:07',Shower,TURN_OFF
'2015-10-17 23:41:19',Fan,TURN_ON
'2015-09-27 14:12:59',Fan,TURN_OFF
'2015-10-17 23:36:01',Fan,TURN_OFF
'2015-10-17 23:35:28',Fan,TURN_ON
'2015-10-17 23:29:38',Fan,TURN_OFF
'2015-10-17 23:20:20',Fan,TURN_OFF
'2015-10-17 23:14:00',Fan,TURN_ON
'2015-10-17 23:08:50',Fan,TURN_OFF
'2015-10-17 23:08:36',Fridge,TURN_ON
'2015-10-17 23:00:29',Fan,TURN_ON
'2015-09-27 21:10:39',Shower,TURN_ON
'2015-09-27 21:10:49',Shower,TURN_OFF
'2015-10-17 23:00:05',Fan,TURN_OFF
'2015-09-27 21:11:24',Fan,TURN_OFF
'2015-10-17 22:57:47',Fan,TURN_OFF
'2015-10-17 22:44:44',Fan,TURN_ON
'2015-09-27 21:13:23',Fan,TURN_OFF
'2015-10-17 22:40:27',Fan,TURN_OFF
'2015-09-27 21:17:15',Fan,TURN_ON
'2015-10-17 22:40:21',Fan,TURN_OFF
'2015-10-17 22:40:07',Fan,TURN_ON
'2015-10-17 22:39:18',Fan,TURN_ON
'2015-10-17 22:37:54',Fan,TURN_ON
'2015-10-17 22:37:13',Fridge,TURN_OFF
'2015-09-27 21:46:52',Fan,TURN_OFF
'2015-10-17 22:33:26',Fan,TURN_ON
'2015-10-17 22:32:13',Fan,TURN_OFF
'2015-09-27 22:00:58',Shower,TURN_ON
'2015-10-17 22:29:27',Shower,TURN_OFF
'2015-09-27 22:07:01',Fan,TURN_OFF
'2015-09-27 22:08:46',Shower,TURN_OFF
'2015-10-17 22:29:01',Shower,TURN_ON
'2015-10-17 22:27:59',Fan,TURN_ON
'2015-10-17 22:21:28',Shower,TURN_OFF
'2015-10-17 22:20:56',Fan,TURN_ON
'2015-10-17 22:20:16',Fan,TURN_ON
'2015-10-17 22:19:13',Fan,TURN_OFF
'2015-10-17 22:18:38',Fan,TURN_ON
'2015-10-17 22:17:57',Fan,TURN_OFF
'2015-09-27 23:37:18',Fan,TURN_OFF
'2015-10-17 22:17:47',Fan,TURN_ON
'2015-10-17 22:17:27',Fan,TURN_OFF
'2015-10-17 22:16:53',Fan,TURN_ON
'2015-10-17 22:16:37',Fan,TURN_OFF
'2015-10-17 22:15:30',Shower,TURN_ON
'2015-10-17 22:07:15',Fridge,TURN_OFF
'2015-10-17 22:07:09',Fridge,TURN_ON
'2015-10-17 22:06:59',Fridge,TURN_OFF
'2015-10-17 22:06:53',Fridge,TURN_ON
'2015-10-17 22:02:07',Fridge,TURN_OFF
'2015-10-17 22:02:01',Fridge,TURN_ON
'2015-09-28 09:38:59',Shower,TURN_ON
'2015-09-28 09:39:11',Fan,TURN_ON
'2015-10-17 21:48:00',Fan,TURN_ON
'2015-09-28 09:42:42',Shower,TURN_OFF
'2015-10-17 21:43:51',Fan,TURN_OFF
'2015-10-17 21:26:57',Fridge,TURN_OFF
'2015-10-17 21:26:10',Fan,TURN_OFF
'2015-10-17 21:25:56',Fan,TURN_ON
'2015-10-17 21:00:56',Shower,TURN_OFF
'2015-09-28 10:03:49',Fan,TURN_ON
'2015-10-17 20:59:20',Fan,TURN_OFF
'2015-10-17 20:59:04',Shower,TURN_ON
'2015-09-28 10:07:51',Shower,TURN_OFF
'2015-10-17 20:48:37',Fridge,TURN_OFF
'2015-10-17 20:47:51',Shower,TURN_OFF
'2015-10-17 20:47:01',Shower,TURN_ON
'2015-09-28 11:42:05',Shower,TURN_ON
'2015-09-28 11:46:59',Shower,TURN_OFF
'2015-09-28 11:50:55',Shower,TURN_ON
'2015-10-17 19:28:23',Fan,TURN_ON
'2015-09-28 11:51:15',Shower,TURN_OFF
'2015-10-17 19:03:49',Shower,TURN_OFF
'2015-10-17 19:03:39',Shower,TURN_ON
'2015-10-17 19:03:32',Shower,TURN_OFF
'2015-10-17 19:03:10',Shower,TURN_ON
'2015-10-17 18:51:23',Shower,TURN_OFF
'2015-10-17 18:45:46',Fan,TURN_ON
'2015-10-17 17:40:39',Shower,TURN_OFF
'2015-10-17 17:40:08',Shower,TURN_OFF
'2015-10-17 17:39:31',Shower,TURN_OFF
'2015-10-17 17:38:48',Shower,TURN_OFF
'2015-10-17 17:37:59',Shower,TURN_OFF
'2015-10-17 17:36:53',Shower,TURN_OFF
'2015-10-17 17:36:05',Shower,TURN_OFF
'2015-10-17 17:35:10',Shower,TURN_OFF
'2015-10-17 17:34:04',Shower,TURN_OFF
'2015-10-17 17:33:02',Shower,TURN_OFF
'2015-10-17 17:31:36',Fan,TURN_ON
'2015-10-17 17:31:30',Grill,TURN_ON
'2015-10-17 17:31:07',Shower,TURN_OFF
'2015-10-17 17:30:03',Shower,TURN_OFF
'2015-10-17 17:29:26',Shower,TURN_OFF
'2015-09-28 21:22:35',Shower,TURN_OFF
'2015-10-17 17:28:55',Shower,TURN_OFF
'2015-10-17 17:27:34',Shower,TURN_OFF
'2015-10-17 17:26:17',Shower,TURN_OFF
'2015-10-17 16:41:03',Fan,TURN_ON
'2015-10-17 16:38:14',Fan,TURN_OFF
'2015-10-17 16:38:05',Fridge,TURN_ON
'2015-10-17 16:27:15',Grill,TURN_ON
'2015-10-17 16:26:33',Grill,TURN_ON
'2015-10-17 16:25:30',Grill,TURN_ON
'2015-10-17 16:24:19',Grill,TURN_ON
'2015-10-17 16:23:26',Grill,TURN_ON
'2015-10-17 16:22:57',Grill,TURN_OFF
'2015-10-17 16:21:26',Fridge,TURN_ON
'2015-10-17 16:19:56',Shower,TURN_OFF
'2015-10-17 16:19:07',Shower,TURN_OFF
'2015-10-17 16:18:13',Grill,TURN_ON
'2015-10-17 16:17:06',Grill,TURN_ON
'2015-10-17 16:16:09',Grill,TURN_ON
'2015-10-17 16:15:32',Shower,TURN_OFF
'2015-09-28 23:46:31',Fan,TURN_ON
'2015-09-28 23:46:47',Shower,TURN_OFF
'2015-09-29 00:06:07',Shower,TURN_ON
'2015-09-29 00:07:43',Shower,TURN_OFF
'2015-09-29 00:08:35',Shower,TURN_ON
'2015-09-29 00:09:26',Fan,TURN_OFF
'2015-09-29 00:09:57',Shower,TURN_OFF
'2015-10-17 16:15:23',Shower,TURN_ON
'2015-10-17 16:15:11',Fan,TURN_ON
'2015-10-17 16:14:42',Fan,TURN_ON
