%%Dados do NIALM de alguns equipamentos de uma residência
% Fan = 1
% Shower = 2
% Fridge = 3
% SmallFridge = 4
% Grill = 5
% Toaster = 6
% AirConditioning = 7
% Desktop_Computer = 8
% Other = 9
% Microwave = 10
%
% Fan,Shower,Fridge,SmallFridge,Grill,Toaster,AirConditioning,Desktop_Computer,Other,Microwave

@relation nialm_data

@attribute diaSemana {Segunda,Terca,Quarta,Quinta,Sexta,Sabado,Domingo}
@attribute hora {00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23}
@attribute Appliance {Fan,Shower,Fridge,SmallFridge,Grill,Toaster,AirConditioning,Desktop_Computer,Other,Microwave}

@data
Terca,09,AirConditioning
Terca,09,AirConditioning
Terca,10,AirConditioning
Terca,10,Shower
Terca,10,SmallFridge
Terca,10,SmallFridge
Terca,10,AirConditioning
Terca,11,AirConditioning
Terca,11,AirConditioning
Terca,14,AirConditioning
Terca,15,SmallFridge
Terca,15,AirConditioning
Terca,16,AirConditioning
Terca,17,SmallFridge
Terca,18,AirConditioning
Terca,18,AirConditioning
Terca,18,SmallFridge
Terca,18,AirConditioning
Terca,19,SmallFridge
Terca,19,AirConditioning
Terca,19,AirConditioning
Terca,20,SmallFridge
Terca,21,AirConditioning
Terca,21,AirConditioning
Terca,22,AirConditioning
Terca,22,Fan
Terca,22,Shower
Terca,22,SmallFridge
Terca,22,AirConditioning
Terca,23,AirConditioning
Terca,23,AirConditioning
Terca,23,AirConditioning
Terca,23,AirConditioning
Terca,23,AirConditioning
Quarta,00,Fan
Quarta,01,SmallFridge
Quarta,01,Shower
Quarta,01,AirConditioning
Quarta,01,AirConditioning
Quarta,01,AirConditioning
Quarta,02,AirConditioning
Quarta,02,SmallFridge
Quarta,05,SmallFridge
Quarta,05,SmallFridge
Quarta,06,SmallFridge
Quarta,07,SmallFridge
Quarta,07,SmallFridge
Quarta,08,SmallFridge
Quarta,09,SmallFridge
Quarta,09,AirConditioning
Quarta,09,Shower
Quarta,09,AirConditioning
Quarta,09,SmallFridge
Quarta,09,SmallFridge
Quarta,09,Shower
Quarta,09,SmallFridge
Quarta,10,AirConditioning
Quarta,10,AirConditioning
Quarta,10,AirConditioning
Quarta,10,AirConditioning
Quarta,13,SmallFridge
Quarta,14,SmallFridge
Quarta,14,AirConditioning
Quarta,15,SmallFridge
Quarta,15,AirConditioning
Quarta,15,AirConditioning
Quarta,15,AirConditioning
Quarta,15,Fan
Quarta,15,AirConditioning
Quarta,16,AirConditioning
Quarta,16,Fan
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,16,AirConditioning
Quarta,18,AirConditioning
Quarta,18,AirConditioning
Quarta,18,AirConditioning
Quarta,22,AirConditioning
Quarta,22,AirConditioning
Quarta,22,AirConditioning
Quarta,22,AirConditioning
Quarta,23,AirConditioning
Quarta,23,SmallFridge
Quarta,23,Shower
Quarta,23,Shower
Quarta,23,AirConditioning
Quarta,23,SmallFridge
Quinta,00,AirConditioning
Quinta,00,SmallFridge
Quinta,00,Fan
Quinta,01,Fan
Quinta,03,SmallFridge
Quinta,03,SmallFridge
Quinta,04,SmallFridge
Quinta,05,SmallFridge
Quinta,06,SmallFridge
Quinta,06,SmallFridge
Quinta,07,SmallFridge
Quinta,08,SmallFridge
Quinta,08,SmallFridge
Quinta,09,SmallFridge
Quinta,09,AirConditioning
Quinta,09,Shower
Quinta,10,AirConditioning
Quinta,10,AirConditioning
Quinta,10,Shower
Quinta,10,AirConditioning
Quinta,10,AirConditioning
Quinta,10,SmallFridge
Quinta,11,AirConditioning
Quinta,11,AirConditioning
Quinta,11,AirConditioning
Quinta,11,AirConditioning
Quinta,11,SmallFridge
Quinta,11,AirConditioning
Quinta,11,Fan
Quinta,11,AirConditioning
Quinta,11,AirConditioning
Quinta,11,Fan
Quinta,11,SmallFridge
Quinta,11,SmallFridge
Quinta,11,Fan
Quinta,11,AirConditioning
Quinta,11,SmallFridge
Quinta,11,SmallFridge
Quinta,11,SmallFridge
Quinta,11,AirConditioning
Quinta,11,SmallFridge
Quinta,11,Fan
Quinta,12,SmallFridge
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,Shower
Quinta,12,Fan
Quinta,12,Fan
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,Fan
Quinta,12,Shower
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,SmallFridge
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,SmallFridge
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,12,AirConditioning
Quinta,12,Fan
Quinta,12,AirConditioning
Quinta,13,Fan
Quinta,13,SmallFridge
Quinta,13,AirConditioning
Quinta,13,Fan
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,Fan
Quinta,13,AirConditioning
Quinta,13,AirConditioning
Quinta,13,AirConditioning
Quinta,13,Fan
Quinta,13,SmallFridge
Quinta,13,Fan
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,SmallFridge
Quinta,13,AirConditioning
Quinta,13,Fan
Quinta,13,SmallFridge
Quinta,13,Fan
Quinta,13,AirConditioning
Quinta,13,Fan
Quinta,14,SmallFridge
Quinta,14,AirConditioning
Quinta,15,AirConditioning
Quinta,15,AirConditioning
Quinta,15,SmallFridge
Quinta,15,AirConditioning
Quinta,16,SmallFridge
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,Shower
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,17,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,AirConditioning
Quinta,18,Fan
Quinta,19,AirConditioning
Quinta,19,SmallFridge
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,19,AirConditioning
Quinta,20,SmallFridge
Quinta,21,SmallFridge
Quinta,21,Shower
Quinta,22,SmallFridge
Quinta,22,AirConditioning
Quinta,23,AirConditioning
Quinta,23,Fridge
Quinta,23,Fridge
Sexta,00,Shower
Sexta,00,Fridge
Sexta,01,Fridge
Sexta,01,Fan
Sexta,01,Fan
Sexta,01,Fridge
Sexta,02,Shower
Sexta,02,Fan
Sexta,02,Fan
Sexta,02,Fridge
Sexta,03,Fan
Sexta,03,Fridge
Sexta,04,Fridge
Sexta,04,Fridge
Sexta,05,Fridge
Sexta,06,Fridge
Sexta,06,Fridge
Sexta,07,Fridge
Sexta,08,Fridge
Sexta,08,Fridge
Sexta,09,AirConditioning
Sexta,09,Fridge
Sexta,09,Fan
Sexta,09,Fridge
Sexta,10,AirConditioning
Sexta,10,AirConditioning
Sexta,10,Shower
Sexta,10,Fridge
Sexta,10,Fan
Sexta,11,Shower
Sexta,11,Shower
Sexta,11,Fridge
Sexta,11,Fridge
Sexta,12,Fan
Sexta,14,Fridge
Sexta,14,Fan
Sexta,15,Fan
Sexta,15,Fridge
Sexta,16,Fridge
Sexta,16,Shower
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,Fridge
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,Fan
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,17,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,18,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,AirConditioning
Sexta,19,Fridge
Sexta,19,Fridge
Sexta,19,Fridge
Sexta,19,AirConditioning
Sexta,20,Fridge
Sexta,21,Fridge
Sexta,21,Fan
Sexta,22,Fridge
Sexta,22,Shower
Sexta,22,Fan
Sexta,22,Fan
Sexta,22,Fridge
Sexta,22,Shower
Sexta,22,AirConditioning
Sexta,23,Fan
Sexta,23,AirConditioning
Sabado,01,Fridge
Sabado,02,Fridge
Sabado,03,Fridge
Sabado,03,Fridge
Sabado,05,Fridge
Sabado,06,Fridge
Sabado,07,Fridge
Sabado,07,Fridge
Sabado,08,Fridge
Sabado,09,Fridge
Sabado,09,AirConditioning
Sabado,09,Fridge
Sabado,10,Fridge
Sabado,10,AirConditioning
Sabado,11,Fridge
Sabado,11,Shower
Sabado,11,Fan
Sabado,11,Shower
Sabado,11,Shower
Sabado,11,Fan
Sabado,12,Fridge
Sabado,12,Fridge
Sabado,12,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,Fridge
Sabado,13,Fan
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,Fan
Sabado,13,Fridge
Sabado,13,AirConditioning
Sabado,13,Fridge
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,13,AirConditioning
Sabado,14,Fan
Sabado,14,Fan
Sabado,14,AirConditioning
Sabado,14,AirConditioning
Sabado,14,AirConditioning
Sabado,14,AirConditioning
Sabado,14,Fridge
Sabado,15,Fan
Sabado,15,AirConditioning
Sabado,15,AirConditioning
Sabado,15,Fridge
Sabado,15,AirConditioning
Sabado,15,AirConditioning
Sabado,16,Fridge
Sabado,18,Fan
Sabado,18,Fan
Sabado,18,Fridge
Sabado,19,Fridge
Sabado,19,AirConditioning
Sabado,19,AirConditioning
Sabado,19,Fridge
Sabado,19,AirConditioning
Sabado,20,Shower
Sabado,20,Fan
Sabado,20,Fan
Sabado,21,Fridge
Sabado,21,Fan
Sabado,21,Fan
Sabado,21,Fan
Sabado,21,Fridge
Sabado,21,Fridge
Sabado,22,Shower
Sabado,22,Fan
Sabado,22,Fan
Sabado,22,Fan
Sabado,22,AirConditioning
Sabado,22,AirConditioning
Sabado,23,AirConditioning
Sabado,23,Fan
Sabado,23,AirConditioning
Domingo,01,Fridge
Domingo,01,Fridge
Domingo,02,Fridge
Domingo,03,Fridge
Domingo,03,Fridge
Domingo,04,Fridge
Domingo,05,Fridge
Domingo,05,Fridge
Domingo,06,Fridge
Domingo,06,Fridge
Domingo,07,Fridge
Domingo,08,Fridge
Domingo,10,Fridge
Domingo,10,AirConditioning
Domingo,10,Shower
Domingo,11,AirConditioning
Domingo,11,AirConditioning
Domingo,11,AirConditioning
Domingo,11,AirConditioning
Domingo,11,AirConditioning
Domingo,11,AirConditioning
Domingo,11,Shower
Domingo,11,Fan
Domingo,11,Shower
Domingo,11,Fan
Domingo,12,Fridge
Domingo,13,Fridge
Domingo,13,Fridge
Domingo,13,Fridge
Domingo,13,Fan
Domingo,14,Fan
Domingo,14,Fridge
Domingo,17,Fridge
Domingo,17,Fridge
Domingo,18,Fridge
Domingo,19,Fridge
Domingo,19,Fridge
Domingo,20,Fridge
Domingo,22,Fridge
Domingo,22,AirConditioning
Domingo,22,AirConditioning
Domingo,22,Fan
Domingo,22,AirConditioning
Domingo,22,AirConditioning
Domingo,22,AirConditioning
Domingo,22,Fridge
Domingo,22,Fridge
Domingo,22,AirConditioning
Domingo,22,Fan
Domingo,22,Fan
Domingo,23,Fan
Domingo,23,Fridge
Segunda,00,Fridge
